filename,label
genuine_0000.png,genuine
genuine_0001.png,genuine
genuine_0002.png,genuine
genuine_0003.png,genuine
genuine_0004.png,genuine
genuine_0005.png,genuine
genuine_0006.png,genuine
genuine_0007.png,genuine
genuine_0008.png,genuine
genuine_0009.png,genuine
genuine_0010.png,genuine
genuine_0011.png,genuine
genuine_0012.png,genuine
genuine_0013.png,genuine
genuine_0014.png,genuine
genuine_0015.png,genuine
genuine_0016.png,genuine
genuine_0017.png,genuine
genuine_0018.png,genuine
genuine_0019.png,genuine
genuine_0020.png,genuine
genuine_0021.png,genuine
genuine_0022.png,genuine
genuine_0023.png,genuine
genuine_0024.png,genuine
genuine_0025.png,genuine
genuine_0026.png,genuine
genuine_0027.png,genuine
genuine_0028.png,genuine
genuine_0029.png,genuine
genuine_0030.png,genuine
genuine_0031.png,genuine
genuine_0032.png,genuine
genuine_0033.png,genuine
genuine_0034.png,genuine
genuine_0035.png,genuine
genuine_0036.png,genuine
genuine_0037.png,genuine
genuine_0038.png,genuine
genuine_0039.png,genuine
genuine_0040.png,genuine
genuine_0041.png,genuine
genuine_0042.png,genuine
genuine_0043.png,genuine
genuine_0044.png,genuine
genuine_0045.png,genuine
genuine_0046.png,genuine
genuine_0047.png,genuine
genuine_0048.png,genuine
genuine_0049.png,genuine
genuine_0050.png,genuine
genuine_0051.png,genuine
genuine_0052.png,genuine
genuine_0053.png,genuine
genuine_0054.png,genuine
genuine_0055.png,genuine
genuine_0056.png,genuine
genuine_0057.png,genuine
genuine_0058.png,genuine
genuine_0059.png,genuine
genuine_0060.png,genuine
genuine_0061.png,genuine
genuine_0062.png,genuine
genuine_0063.png,genuine
genuine_0064.png,genuine
genuine_0065.png,genuine
genuine_0066.png,genuine
genuine_0067.png,genuine
genuine_0068.png,genuine
genuine_0069.png,genuine
genuine_0070.png,genuine
genuine_0071.png,genuine
genuine_0072.png,genuine
genuine_0073.png,genuine
genuine_0074.png,genuine
genuine_0075.png,genuine
genuine_0076.png,genuine
genuine_0077.png,genuine
genuine_0078.png,genuine
genuine_0079.png,genuine
genuine_0080.png,genuine
genuine_0081.png,genuine
genuine_0082.png,genuine
genuine_0083.png,genuine
genuine_0084.png,genuine
genuine_0085.png,genuine
genuine_0086.png,genuine
genuine_0087.png,genuine
genuine_0088.png,genuine
genuine_0089.png,genuine
genuine_0090.png,genuine
genuine_0091.png,genuine
genuine_0092.png,genuine
genuine_0093.png,genuine
genuine_0094.png,genuine
genuine_0095.png,genuine
genuine_0096.png,genuine
genuine_0097.png,genuine
genuine_0098.png,genuine
genuine_0099.png,genuine
genuine_0100.png,genuine
genuine_0101.png,genuine
genuine_0102.png,genuine
genuine_0103.png,genuine
genuine_0104.png,genuine
genuine_0105.png,genuine
genuine_0106.png,genuine
genuine_0107.png,genuine
genuine_0108.png,genuine
genuine_0109.png,genuine
genuine_0110.png,genuine
genuine_0111.png,genuine
genuine_0112.png,genuine
genuine_0113.png,genuine
genuine_0114.png,genuine
genuine_0115.png,genuine
genuine_0116.png,genuine
genuine_0117.png,genuine
genuine_0118.png,genuine
genuine_0119.png,genuine
genuine_0120.png,genuine
genuine_0121.png,genuine
genuine_0122.png,genuine
genuine_0123.png,genuine
genuine_0124.png,genuine
genuine_0125.png,genuine
genuine_0126.png,genuine
genuine_0127.png,genuine
genuine_0128.png,genuine
genuine_0129.png,genuine
genuine_0130.png,genuine
genuine_0131.png,genuine
genuine_0132.png,genuine
genuine_0133.png,genuine
genuine_0134.png,genuine
genuine_0135.png,genuine
genuine_0136.png,genuine
genuine_0137.png,genuine
genuine_0138.png,genuine
genuine_0139.png,genuine
genuine_0140.png,genuine
genuine_0141.png,genuine
genuine_0142.png,genuine
genuine_0143.png,genuine
genuine_0144.png,genuine
genuine_0145.png,genuine
genuine_0146.png,genuine
genuine_0147.png,genuine
genuine_0148.png,genuine
genuine_0149.png,genuine
forged_0000.png,forged
forged_0001.png,forged
forged_0002.png,forged
forged_0003.png,forged
forged_0004.png,forged
forged_0005.png,forged
forged_0006.png,forged
forged_0007.png,forged
forged_0008.png,forged
forged_0009.png,forged
forged_0010.png,forged
forged_0011.png,forged
forged_0012.png,forged
forged_0013.png,forged
forged_0014.png,forged
forged_0015.png,forged
forged_0016.png,forged
forged_0017.png,forged
forged_0018.png,forged
forged_0019.png,forged
forged_0020.png,forged
forged_0021.png,forged
forged_0022.png,forged
forged_0023.png,forged
forged_0024.png,forged
forged_0025.png,forged
forged_0026.png,forged
forged_0027.png,forged
forged_0028.png,forged
forged_0029.png,forged
forged_0030.png,forged
forged_0031.png,forged
forged_0032.png,forged
forged_0033.png,forged
forged_0034.png,forged
forged_0035.png,forged
forged_0036.png,forged
forged_0037.png,forged
forged_0038.png,forged
forged_0039.png,forged
forged_0040.png,forged
forged_0041.png,forged
forged_0042.png,forged
forged_0043.png,forged
forged_0044.png,forged
forged_0045.png,forged
forged_0046.png,forged
forged_0047.png,forged
forged_0048.png,forged
forged_0049.png,forged
